sku,additional_attributes
52043,"beschreibung= Die Teleskopstange mit Handyhalterung zum Schießen von Selfies ist auf 200-980 mm ausziehbar und hat einen integrierten Selbstauslöser, der über den Klinkenkabelanschluss angeschlossen wird. Durch die einklappbare Halterung kann der Artikel besonders platzsparend transportiert werden.
 
 Die Ausziehstange ist mit einer Führungslinie versehen, um unkontrolliertes Drehen der Stange zu verhindern.
 
 
 
 Kunststoff, Stahl, schwarz, CE,druckbereich=20 x 7,farbe=schwarz,gewicht=76,1 g,material= Kunststoff, Stahl,zolltarifnummer=85365011"
52044,"beschreibung= Die Teleskopstange mit Handyhalterung zum Schießen von Selfies ist auf 170-780 mm ausziehbar und hat einen integrierten Selbstauslöser, der über den Klinkenkabelanschluss angeschlossen wird. 
 
 Durch die einklappbare Halterung kann der Artikel besonders platzsparend transportiert werden.Die Ausziehstange ist mit einer Führungslinie versehen, um unkontrolliertes Drehen der Stange zu verhindern.
 
 
 
 Kunststoff, Stahl, schwarz/weiß, CE,druckbereich=10 x 8,farbe=schwarz/weiß,gewicht=129,4 g,material= Kunststoff, Stahl,zolltarifnummer=85365011"
52051,"beschreibung= Ein 3-in-1 Wechselobjektiv fürs Handy, Macro- (20x) und Weitwinkelobjektiv (0,5x). Das Objektiv wird einfach per Klammer am Mobiltelefon befestigt und schon kann es los gehen!
 
 
 
 Glas, Kunststoff, Metall, schwarz, aufschraubbar,druckbereich=15 x 25,farbe=schwarz,gewicht=29,3 g,material= Glas, Kunststoff, Metall,zolltarifnummer=90021100"
52052,"beschreibung= Platzsparend unterzubringen! Die zusammenfaltbare Waage wiegt bis zu 5 kg und kann auf lb umgestellt werden.
 
 
 
 Kunststoff, weiß, aufklappbar, Batterie inklusive, CE,druckbereich=35 x 20,farbe=weiß,gewicht=109,1 g,material= Kunststoff,zolltarifnummer=84231010"
52053,"beschreibung= Das imposante Fernglas hat eine 10 fache Vergrößerungsleistung, einen Linsendurchmesser von 60 mm und eine Oberflächenvergütung mit orangenem Restreflex.Das Sehfeld beträgt 92 m @ 1000 m. Geliefert wird es mit Tragriemen.
 
 
 
 Kunststoff, Metall, schwarz,druckbereich=40 x 10,farbe=schwarz,gewicht=578 g,material= Kunststoff, Metall,zolltarifnummer=90051000"
52054-SR,"beschreibung= Kunststoff, silber, 12/24-Stundenanzeige, Batterie inklusive, CE, Datum, Displaybeleuchtung, Hygrometer, Sekundenanzeige, Thermometer, Wecker mit Schlummerfunktion, Wetterstation mit Außensensor, Wettertrend, Wochentag wird angezeigt,druckbereich=115 x 8,farbe=silber,gewicht=182,1 g,material= Kunststoff,zolltarifnummer=90258040"
52054-WE,"beschreibung= Kunststoff, weiß, 12/24-Stundenanzeige, Batterie inklusive, CE, Datum, Displaybeleuchtung, Hygrometer, Sekundenanzeige, Thermometer, Wecker mit Schlummerfunktion, Wetterstation mit Außensensor, Wettertrend,druckbereich=115 x 8,farbe=weiß,gewicht=182 g,material= Kunststoff,zolltarifnummer=90258040"
52055-BE,"beschreibung= REFLECTS exklusiv: Gleich drei Funktionen vereint - ein klassischer Kapselheber ergänzt durch Öffner für Getränkedosen und Kunststoffflaschen für Picknick, Küche und Bar.
 
 
 
 Kunststoff, blau, Flaschenöffner, Polybeutel,druckbereich=30 x 20,farbe=blau,gewicht=11,7 g,material= Kunststoff,zolltarifnummer=82055100"
52055-BK,"beschreibung= REFLECTS exklusiv: Gleich drei Funktionen vereint - ein klassischer Kapselheber ergänzt durch Öffner für Getränkedosen und Kunststoffflaschen für Picknick, Küche und Bar.
 
 
 
 Kunststoff, schwarz, Flaschenöffner, Polybeutel,druckbereich=30 x 20,farbe=schwarz,gewicht=11,7 g,material= Kunststoff,zolltarifnummer=82055100"
52055-BN,"beschreibung= REFLECTS exklusiv: Gleich drei Funktionen vereint - ein klassischer Kapselheber ergänzt durch Öffner für Getränkedosen und Kunststoffflaschen für Picknick, Küche und Bar.
 
 
 
 Kunststoff, braun, Flaschenöffner, Polybeutel,druckbereich=30 x 20,farbe=braun,gewicht=11,7 g,material= Kunststoff,zolltarifnummer=82055100"
52055-GN,"beschreibung= REFLECTS exklusiv: Gleich drei Funktionen vereint - ein klassischer Kapselheber ergänzt durch Öffner für Getränkedosen und Kunststoffflaschen für Picknick, Küche und Bar.
 
 
 
 Kunststoff, grün, Flaschenöffner, Polybeutel,druckbereich=30 x 20,farbe=grün,gewicht=11,7 g,material= Kunststoff,zolltarifnummer=82055100"
52055-RD,"beschreibung= REFLECTS exklusiv: Gleich drei Funktionen vereint - ein klassischer Kapselheber ergänzt durch Öffner für Getränkedosen und Kunststoffflaschen für Picknick, Küche und Bar.
 
 
 
 Kunststoff, rot, Flaschenöffner, Polybeutel,druckbereich=30 x 20,farbe=rot,gewicht=11,7 g,material= Kunststoff,zolltarifnummer=82055100"
52055-WE,"beschreibung= REFLECTS exklusiv: Gleich drei Funktionen vereint - ein klassischer Kapselheber ergänzt durch Öffner für Getränkedosen und Kunststoffflaschen für Picknick, Küche und Bar.
 
 
 
 Kunststoff, weiß, Flaschenöffner, Polybeutel,druckbereich=30 x 20,farbe=weiß,gewicht=11,7 g,material= Kunststoff,zolltarifnummer=82055100"
52056-BE,"beschreibung= CLIC CLAC exklusiv: Individuell mit einem Doming veredelt erhält dieser Kugelschreiber durch Ihr Logo echten Markencharakter. Das quadratische Doming wird am Kugelschreiberkopf aufgebracht.
 
 
 
 Aluminium, Kunststoff, Metall, blau, deutsche Tinte, Kugelschreibermine blau, Polybeutel, Schweizer Spitze,druckbereich=45 x 6,farbe=blau,gewicht=19,7 g,material= Aluminium, Kunststoff, Metall,zolltarifnummer=96081092"
52056-BK,"beschreibung= CLIC CLAC exklusiv: Individuell mit einem Doming veredelt erhält dieser Kugelschreiber durch Ihr Logo echten Markencharakter. Das quadratische Doming wird am Kugelschreiberkopf aufgebracht.
 
 
 
 Aluminium, Kunststoff, Metall, schwarz, deutsche Tinte, Kugelschreibermine blau, Polybeutel, Schweizer Spitze,druckbereich=45 x 6,farbe=schwarz,gewicht=19,7 g,material= Aluminium, Kunststoff, Metall,zolltarifnummer=96081092"
52056-DGN,"beschreibung= CLIC CLAC exklusiv: Individuell mit einem Doming veredelt erhält dieser Kugelschreiber durch Ihr Logo echten Markencharakter. Das quadratische Doming wird am Kugelschreiberkopf aufgebracht.
 
 
 
 Aluminium, Kunststoff, Metall, dunkelgrau, deutsche Tinte, Kugelschreibermine blau, Polybeutel, Schweizer Spitze,druckbereich=45 x 6,farbe=dunkelgrau, dunkelgrün,gewicht=19,7 g,material= Aluminium, Kunststoff, Metall,zolltarifnummer=96081092"
52056-MG,"beschreibung= CLIC CLAC exklusiv: Individuell mit einem Doming veredelt erhält dieser Kugelschreiber durch Ihr Logo echten Markencharakter. Das quadratische Doming wird am Kugelschreiberkopf aufgebracht.
 
 
 
 Aluminium, Kunststoff, Metall, magenta, deutsche Tinte, Kugelschreibermine blau, Polybeutel, Schweizer Spitze,druckbereich=45 x 6,farbe=magenta,gewicht=19,7 g,material= Aluminium, Kunststoff, Metall,zolltarifnummer=96081092"
52056-OE,"beschreibung= CLIC CLAC exklusiv: Individuell mit einem Doming veredelt erhält dieser Kugelschreiber durch Ihr Logo echten Markencharakter. Das quadratische Doming wird am Kugelschreiberkopf aufgebracht.
 
 
 
 Aluminium, Kunststoff, Metall, orange, deutsche Tinte, Kugelschreibermine blau, Polybeutel, Schweizer Spitze,druckbereich=45 x 6,farbe=orange,gewicht=19,7 g,material= Aluminium, Kunststoff, Metall,zolltarifnummer=96081092"
52056-RD,"beschreibung= CLIC CLAC exklusiv: Individuell mit einem Doming veredelt erhält dieser Kugelschreiber durch Ihr Logo echten Markencharakter. Das quadratische Doming wird am Kugelschreiberkopf aufgebracht.
 
 
 
 Aluminium, Kunststoff, Metall, rot, deutsche Tinte, Kugelschreibermine blau, Polybeutel, Schweizer Spitze,druckbereich=45 x 6,farbe=rot,gewicht=19,7 g,material= Aluminium, Kunststoff, Metall,zolltarifnummer=96081092"
52056-SR,"beschreibung= CLIC CLAC exklusiv: Individuell mit einem Doming veredelt erhält dieser Kugelschreiber durch Ihr Logo echten Markencharakter. Das quadratische Doming wird am Kugelschreiberkopf aufgebracht.
 
 
 
 Aluminium, Kunststoff, Metall, silber, deutsche Tinte, Kugelschreibermine blau, Polybeutel, Schweizer Spitze,druckbereich=45 x 6,farbe=silber,gewicht=19,7 g,material= Aluminium, Kunststoff, Metall,zolltarifnummer=96081092"
52056-WE,"beschreibung= CLIC CLAC exklusiv: Individuell mit einem Doming veredelt erhält dieser Kugelschreiber durch Ihr Logo echten Markencharakter. Das quadratische Doming wird am Kugelschreiberkopf aufgebracht.
 
 
 
 Aluminium, Kunststoff, Metall, weiß, deutsche Tinte, Kugelschreibermine blau, Polybeutel, Schweizer Spitze,druckbereich=45 x 6,farbe=weiß,gewicht=19,7 g,material= Aluminium, Kunststoff, Metall,zolltarifnummer=96081092"
52056-YW,"beschreibung= CLIC CLAC exklusiv: Individuell mit einem Doming veredelt erhält dieser Kugelschreiber durch Ihr Logo echten Markencharakter. Das quadratische Doming wird am Kugelschreiberkopf aufgebracht.
 
 
 
 Aluminium, Kunststoff, Metall, gelb, deutsche Tinte, Kugelschreibermine blau, Polybeutel, Schweizer Spitze,druckbereich=45 x 6,farbe=gelb,gewicht=19,7 g,material= Aluminium, Kunststoff, Metall,zolltarifnummer=96081092"
52057-BK,"beschreibung= Ein Kugelschreiber, der sich schnell zu Ihrem Markenzeichen machen lässt. Das runde Doming mit Ihrem Logo kann am Kugelschreiberkopf aufgebracht werden.
 
 
 
 Messing, schwarz, deutsche Tinte, Kugelschreibermine blau, Polybeutel,druckbereich=45 x 6,farbe=schwarz,gewicht=20,6 g,material= Messing,zolltarifnummer=96081092"
52057-SR,"beschreibung= Ein Kugelschreiber, der sich schnell zu Ihrem Markenzeichen machen lässt. Das runde Doming mit Ihrem Logo kann am Kugelschreiberkopf aufgebracht werden.
 
 
 
 Messing, silber, deutsche Tinte, Kugelschreibermine blau, Polybeutel,druckbereich=45 x 6,farbe=silber,gewicht=20,6 g,material= Messing,zolltarifnummer=96081092"
52058,"beschreibung= Dieser preiswerte Lautsprecher funktioniert mit Bluetooth Technologie® mit einer Reichweite von bis zu 10 m. Im Lieferumfang enthalten ist ein USB zu Micro USB Kabel zum Aufladen des Geräts.
 
 
 
 Kunststoff, schwarz, Batterie inklusive (aufladbar), Bluetooth® Technologie, CE,druckbereich=40 x 13,farbe=schwarz,gewicht=159 g,material= Kunststoff,zolltarifnummer=85182100"
52059,"beschreibung= Dieser Lautsprecher funktioniert mit Bluetooth® mit einer Reichweite von bis zu 10 m. Im Lieferumfang enthalten ist ein USB zu Micro USB Kabel zum Aufladen des Geräts.
 
 
 
 Lautsprecher mit Bluetooth® Technologie
 
 
 
 The Bluetooth® word mark and logos are registered trademarks owned by Bluetooth SIG, Inc.
 
 
 
 Kunststoff, schwarz, Batterie inklusive (aufladbar), Bluetooth® Technologie, CE,druckbereich=140 x 20,farbe=schwarz,gewicht=233 g,material= Kunststoff,zolltarifnummer=85182100"
52060-LBE,"beschreibung= Das IPX4 spritzwassergeschützte Duschradio mit Lautsprecher und Freisprecheinrichtung funktioniert mit Bluetooth Technologie® und hat eine Reichweite von bis zu 10 m. Im Lieferumfang enthalten ist ein USB zu Micro USB Kabel zum Aufladen des Geräts.
 
 
 
 Kunststoff, hellblau, Automatische Frequenzsuche, Batterie inklusive (aufladbar), Bluetooth® Technologie, CE, Freisprechfunktion, Radio FM,druckbereich=30 x 10,farbe=hellblau,gewicht=130 g,material= Kunststoff,zolltarifnummer=85198919"
52061-BKLBE,"beschreibung= Der IPX4 spritzwassergeschützte Kopfhörer mit Freisprecheinrichtung funktioniert mit Bluetooth Technologie® (v3.0 Standard) mit einer Reichweite von bis zu 10 m. Er eignet sich hervorragend für das Tragen bei sportlichen Aktivitäten und wird samt USB zu Micro USB Kabel zum Aufladen des Geräts geliefert.
 
 
 
 Kunststoff, schwarz/hellblau, Batterie inklusive, Bluetooth® Technologie, CE, Freisprechfunktion, mit Ohrhöhrern,druckbereich=30 x 10,farbe=schwarz/hellblau,gewicht=42,2 g,material= Kunststoff,zolltarifnummer=85198919"
52061-BKSR,"beschreibung= Der IPX4 spritzwassergeschützte Kopfhörer mit Freisprecheinrichtung funktioniert mit Bluetooth Technologie® (v3.0 Standard) mit einer Reichweite von bis zu 10 m. Er eignet sich hervorragend für das Tragen bei sportlichen Aktivitäten und wird samt USB zu Micro USB Kabel zum Aufladen des Geräts geliefert.
 
 
 
 Kunststoff, schwarz/silber, Batterie inklusive, Bluetooth® Technologie, CE, Freisprechfunktion, mit Ohrhöhrern,druckbereich=30 x 10,farbe=schwarz/grau, schwarz/silber,gewicht=42,2 g,material= Kunststoff,zolltarifnummer=85198919"
52062,"beschreibung= Kopfhörer mit besonders herausragenden Soundeigenschaften, integrierter Freisprecheinrichtung, Musiksteuerung und Auslösefunktion für die Smartphonekamera.
 
 
 
 Kunststoff, weiß, CE, mit Ohrhöhrern,druckbereich=10 x 5,farbe=weiß,gewicht=19,2 g,material= Kunststoff,zolltarifnummer=85183095"
52063-BKBE,"beschreibung= Dieser Over-Ear-Kopfhörer verspricht großartigen Hörgenuss, ist gepolstert und kann justiert werden. Darüber hinaus ist er auch als Freisprecheinrichtung einsetzbar.
 
 
 
 Kunststoff, Metall, schwarz/blau, CE, Länge, mit Ohrhöhrern,druckbereich=35 Ø,farbe=schwarz/blau,gewicht=177 g,material= Kunststoff, Metall,zolltarifnummer=85183095"
52063-BKBK,"beschreibung= Dieser Over-Ear-Kopfhörer verspricht großartigen Hörgenuss, ist gepolstert und kann justiert werden. Darüber hinaus ist er auch als Freisprecheinrichtung einsetzbar.
 
 
 
 Kunststoff, Metall, schwarz/schwarz, CE, Länge, mit Ohrhöhrern,druckbereich=35 Ø,farbe=schwarz/schwarz,gewicht=177 g,material= Kunststoff, Metall,zolltarifnummer=85183095"
52063-BKRD,"beschreibung= Dieser Over-Ear-Kopfhörer verspricht großartigen Hörgenuss, ist gepolstert und kann justiert werden. Darüber hinaus ist er auch als Freisprecheinrichtung einsetzbar.
 
 
 
 Kunststoff, Metall, schwarz/rot, CE, Länge, mit Ohrhöhrern,druckbereich=35 Ø,farbe=schwarz/rot,gewicht=177 g,material= Kunststoff, Metall,zolltarifnummer=85183095"
52064,"beschreibung= Stylisch und schick! Faltbare Schreibtischlampe mit acht LEDs und Dimmerfunktion.
 
 
 
 Kunststoff, weiß, Beleuchtung, CE,druckbereich=210 x 20,farbe=weiß,gewicht=388 g,material= Kunststoff,zolltarifnummer=94052040"
52066,"beschreibung= Nostalgie und Hightec vereint: LED-Licht und Lautsprecher für Ihre Mobilgeräte und Computer mit USB-Anschluss. Der Lautsprecher mit Bluetooth® hat eine Reichweite von 10 m.
 
 
 
 Lautsprecher mit Bluetooth® Technologie
 
 
 
 The Bluetooth® word mark and logos are registered trademarks owned by Bluetooth SIG, Inc.
 
 
 
 Kunststoff, weiß, Beleuchtung, Bluetooth® Technologie, CE,druckbereich=15 Ø,farbe=weiß,gewicht=20 g,material= Kunststoff,zolltarifnummer=85198919"
52068,"beschreibung= Mobile Wetterstation zur Befestigung an Rucksack oder Hosenbund per Karabiner mit einem Temperaturbereich zwischen -10 und +50 Grad Celsius und Taschenlampe.
 
 
 
 Kunststoff, silber/schwarz, 12/24-Stundenanzeige, Batterie inklusive, CE, Datum, Hygrometer, Karabiner, Kompass, LCD Anzeige, Mondphasenanzeige, Signallampe, Thermometer, Uhr, Wettertrend, Wochentag wird angezeigt,druckbereich=30 x 4,farbe=silber/schwarz,gewicht=47,4 g,material= Kunststoff,zolltarifnummer=90258040"
52069,"beschreibung= Wenn die Grillparty mal wieder besonders schön war, hilft er beim Aufräumen. Mit dem Grillreiniger aus Stahlbürste und Vorrichtung zur Reinigung des Rosts macht auch das Saubermachen Freude.
 
 
 
 Kunststoff, Metall, schwarz, Polybeutel,druckbereich=45 x 30,farbe=schwarz,gewicht=69 g,material= Kunststoff, Metall,zolltarifnummer=96039091"
52070,"beschreibung= Dieser Shaker aus hochwertigem Edelstahl ist perfekt zum Mischen von Cocktails und Gesundheitsdrinks. Einfaches Abmessen der Ingredienzien durch eingestanzte Maßeinheiten. Fassungsvermögen 725 ml.
 
 
 
 Edelstahl, Kunststoff, grau, silber, Fassungsvermögen,druckbereich=35 x 150,farbe=grau, silber,gewicht=193 g,material= Edelstahl, Kunststoff,zolltarifnummer=73239300"
52071,"beschreibung= Hochwertiges Reisegeschenkset bestehend aus Kofferwaage, Koffergurt und Kofferanhänger. Die Kofferwaage wiegt bis zu 40 kg/88lbs.
 
 
 
 Aluminium, Kunststoff, Polyester, schwarz, silber, Batterie inklusive, CE,druckbereich=71 x 30,farbe=schwarz, silber,gewicht=158,2 g,material= Aluminium, Kunststoff, Polyester,zolltarifnummer=63079098"
52072,"beschreibung= Optimale Warmhaltefunktion. Ideal für hochwertige Lasergravuren, 380 ml.
 
 
 
 Edelstahl, Kunststoff, Silikon, schwarz, doppelwandig, Fassungsvermögen, wärmeisoliert,druckbereich=30 x 150,farbe=schwarz,gewicht=274 g,material= Edelstahl, Silikon,zolltarifnummer=96170000"
52074,"beschreibung= Trend für Camping, Balkon und Terrasse. Praktisch: Die mobile Lichtquelle für schöne Sommer- und Urlaubstage lässt sich auch einfach an Ästen oder Zeltdächern befestigen.
 
 
 
 Kunststoff, weiß, Batterie inklusive, CE, LED-Farbe weiß,druckbereich=30 x 115,farbe=weiß,gewicht=113,4 g,material= Kunststoff,zolltarifnummer=94054039"
52075,"beschreibung= Das Kugelstoßpendel für den Schreibtisch schafft eine ganz besondere Atmosphäre durch wechselnde Lichteffekte.
 
 
 
 Glas, Kunststoff, Messing, schwarz, Batterie inklusive, CE, Wechsellichtfunktion,druckbereich=140 x 20,farbe=schwarz,gewicht=526 g,material= Glas, Kunststoff, Messing,zolltarifnummer=70139900"
52076,"beschreibung= Abenteuerreisen mit Komfort: Die Campinglampe mit eingebauter Powerbank hat eine LED, mit 1 Watt/130-140 Lumen Leistung, hat drei verschiedene Lichtmodi, kann auf Blinken umgestellt und per Aufhänger am Zeltdach befestigt werden. Die Powerbank hat eine Kapazität von 2200 mAh. Die Ladestandsanzeige kann am Gerät abgelesen werden. Inklusive USB an Micro-USB-Kabel.
 
 
 
 Kunststoff, schwarz/orange, CE, LED-Farbe weiß, Signallampe,druckbereich=90 x 15,farbe=schwarz/orange,gewicht=116,4 g,material= Kunststoff,zolltarifnummer=94054039"
52077-BK,"beschreibung= Optimale Warmhaltefunktion, farblich passender Silikonring. Die Außenhülle lässt sich abnehmen und der Becher so leicht reinigen.380 ml.
 
 
 
 Edelstahl, Kunststoff, Silikon, schwarz, doppelwandig, Fassungsvermögen, wärmeisoliert,druckbereich=30 x 140,farbe=schwarz,gewicht=272 g,material= Edelstahl, Kunststoff, Silikon,zolltarifnummer=96170000"
52077-GN,"beschreibung= Optimale Warmhaltefunktion, farblich passender Silikonring. Die Außenhülle lässt sich abnehmen und der Becher so leicht reinigen.380 ml.
 
 
 
 Edelstahl, Kunststoff, Silikon, grün, doppelwandig, Fassungsvermögen, wärmeisoliert,druckbereich=30 x 140,farbe=grün,gewicht=272 g,material= Edelstahl, Kunststoff, Silikon,zolltarifnummer=96170000"
52077-LBE,"beschreibung= Optimale Warmhaltefunktion, farblich passender Silikonring. Die Außenhülle lässt sich abnehmen und der Becher so leicht reinigen.380 ml.
 
 
 
 Edelstahl, Kunststoff, Silikon, hellblau, doppelwandig, Fassungsvermögen, wärmeisoliert,druckbereich=30 x 140,farbe=hellblau,gewicht=272 g,material= Edelstahl, Kunststoff, Silikon,zolltarifnummer=96170000"
52077-MG,"beschreibung= Optimale Warmhaltefunktion, farblich passender Silikonring. Die Außenhülle lässt sich abnehmen und der Becher so leicht reinigen.380 ml.
 
 
 
 Edelstahl, Kunststoff, Silikon, magenta, doppelwandig, Fassungsvermögen, wärmeisoliert,druckbereich=30 x 140,farbe=magenta,gewicht=272 g,material= Edelstahl, Kunststoff, Silikon,zolltarifnummer=96170000"
52077-OE,"beschreibung= Optimale Warmhaltefunktion, farblich passender Silikonring. Die Außenhülle lässt sich abnehmen und der Becher so leicht reinigen.380 ml.
 
 
 
 Edelstahl, Kunststoff, Silikon, orange, doppelwandig, Fassungsvermögen, wärmeisoliert,druckbereich=30 x 140,farbe=orange,gewicht=272 g,material= Edelstahl, Kunststoff, Silikon,zolltarifnummer=96170000"
